INSTNM,CITY,STABBR,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SAT_AVG,UGDS,COSTT4_A
St. John's College-Department of Nursing,Springfield,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119,NULL
Saint Xavier University,Chicago,IL,0.7265,480,570,480,570,460,540,1065,2943,41349
University of Illinois Springfield,Springfield,IL,0.7681,500,610,495,610,428,600,1118,2613,24610
Sauk Valley Community College,Dixon,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1260,12489
Shawnee Community College,Ullin,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,684,18465
Saint Augustine College,Chicago,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,907,18597
University of Saint Mary of the Lake,Mundelein,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Southeastern Illinois College,Harrisburg,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,840,12219
National Latino Education Institute,Chicago,IL,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL
Spertus College,Chicago,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Spoon River College,Canton,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,962,14802
Saint Anthony College of Nursing,Rockford,IL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202,NULL
Educators of Beauty College of Cosmetology-Sterling,Sterling,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,NULL
Southern Illinois University-Carbondale,Carbondale,IL,0.6638,520,630,510,620,NULL,NULL,1169,8375,28904
Southern Illinois University-Edwardsville,Edwardsville,IL,0.8567,510,610,510,610,440,570,1137,10339,24012
Taylor Business Institute,Chicago,IL,0.9552,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106,24367
Telshe Yeshiva-Chicago,Chicago,IL,0.9167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,17680
South Suburban College,South Holland,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2772,10981
Tri-County Beauty Academy,LITCHFIELD,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL
Trinity Christian College,Palos Heights,IL,0.6906,480,580,490,570,NULL,NULL,1113,926,42109
Trinity International University-Illinois,Deerfield,IL,0.6024,470,580,460,580,NULL,NULL,1078,565,45579
Triton College,River Grove,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7229,10935
University of Spa & Cosmetology Arts,Springfield,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,162,NULL
VanderCook College of Music,Chicago,IL,0.8519,488,550,485,575,480,510,1034,74,36664
Waubonsee Community College,Sugar Grove,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6411,9321
Resurrection University,Chicago,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,754,NULL
Western Illinois University,Macomb,IL,0.5666,480,580,470,570,NULL,NULL,1067,5958,25732
Wheaton College,Wheaton,IL,0.8481,620,720,600,720,590,700,1337,2358,49214
William Rainey Harper College,Palatine,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10721,12741
Ancilla College,Donaldson,IN,0.719,440,520,420,520,NULL,NULL,951,344,26324
Anderson University,Anderson,IN,0.6274,500,580,500,580,NULL,NULL,1098,1266,43443
Ball State University,Muncie,IN,0.7671,NULL,NULL,NULL,NULL,490,580,NULL,15610,24093
Bethel University,Mishawaka,IN,0.9376,480,590,470,580,420,540,1072,1174,39577
Butler University,Indianapolis,IN,0.7317,580,660,570,670,510,610,1262,4535,59326
Calumet College of Saint Joseph,Whiting,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,543,23888
Christian Theological Seminary,Indianapolis,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
College of Court Reporting Inc,Valparaiso,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,156,35449
Concordia Theological Seminary,Fort Wayne,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tricoci University of Beauty Culture-Highland,Highland,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209,NULL
DePauw University,Greencastle,IN,0.6436,560,660,570,700,520,620,1253,1944,64924
Don Roberts School of Hair Design,Schererville,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL
Earlham College,Richmond,IN,0.6343,550,680,550,690,NULL,NULL,1246,919,59782
University of Evansville,Evansville,IN,0.7067,550,640,540,648,480,590,1223,1876,50135
Franklin College,Franklin,IN,0.8129,480,590,490,590,430,520,1082,891,45152
Goshen College,Goshen,IN,0.6299,500,603,510,603,410,540,1132,802,45214
Grace College and Theological Seminary,Winona Lake,IN,0.799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1377,35338
Hanover College,Hanover,IN,0.6482,520,620,510,620,460,570,1151,1065,51622
J Michael Harrold Beauty Academy,Terre Haute,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL
Holy Cross College,Notre Dame,IN,0.9361,540,690,510,700,420,510,1270,445,43943
PJ's College of Cosmetology-Clarksville,Clarksville,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,223,NULL
Huntington University,Huntington,IN,0.7546,480,580,485,570,420,550,1075,996,37488
Ivy Tech Community College,Indianapolis,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58978,12552
Purdue University Fort Wayne,Fort Wayne,IN,0.8143,490,600,480,590,410,520,1085,6750,18450
Indiana University-Purdue University-Indianapolis,Indianapolis,IN,0.8073,500,600,500,600,430,540,1106,20500,20613
University of Indianapolis,Indianapolis,IN,0.9279,490,600,490,590,440,540,1096,4385,43005
Indiana Institute of Technology,Fort Wayne,IN,0.5964,460,570,470,580,380,490,1054,1488,39158
University of Southern Indiana,Evansville,IN,0.9332,490,590,490,580,420,525,1090,7029,19721
Indiana State University,Terre Haute,IN,0.8957,NULL,NULL,NULL,NULL,390,490,NULL,9603,22318
Indiana University-Kokomo,Kokomo,IN,0.7364,480,570,490,560,410,500,1053,2752,16112
Indiana University-South Bend,South Bend,IN,0.777,470,570,480,560,400,510,1042,4432,16128
Indiana University-Bloomington,Bloomington,IN,0.7791,580,670,570,690,510,620,1274,32794,24698
Indiana University-Northwest,Gary,IN,0.7462,460,560,450,540,400,500,1013,3286,13845
Indiana University-Southeast,New Albany,IN,0.8191,470,580,460,560,410,510,1043,4316,16942
Indiana University-East,Richmond,IN,0.6252,470,580,460,560,410,510,1041,3135,15180
International Business College-Fort Wayne,Fort Wayne,IN,0.7372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124,22454
International Business College-Indianapolis,Indianapolis,IN,0.7933,NULL,NULL,NULL,NULL,NULL,NULL,NULL,254,22456
Taylor Institute of Cosmetology II,Knox,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,NULL
Tricoci University of Beauty Culture-Lafayette,Lafayette,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL
Empire Beauty School-Indianapolis,Indianapolis,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,242,NULL
Lincoln College of Technology-Indianapolis,Indianapolis,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,934,NULL
Manchester University,North Manchester,IN,0.5607,NULL,NULL,NULL,NULL,420,530,NULL,1072,44416
Marian University,Indianapolis,IN,0.6154,490,590,480,590,NULL,NULL,1085,2237,48252
Indiana Wesleyan University-Marion,Marion,IN,0.67,510,630,510,600,460,570,1135,2582,38455
Martin University,Indianapolis,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,214,22222
Anabaptist Mennonite Biblical Seminary,Elkhart,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mid-America College of Funeral Service,Jeffersonville,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116,23336
West Michigan College of Barbering and Beauty,Kalamazoo,MI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,NULL
University of Notre Dame,Notre Dame,IN,0.1583,680,760,720,790,NULL,NULL,1490,8689,71780
Oakland City University,Oakland City,IN,0.5475,460,570,460,560,NULL,NULL,1023,602,37276
PJ's College of Cosmetology-Richmond,Richmond,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL
Ravenscroft Beauty College,Fort Wayne,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,133,NULL
Rogers Academy of Hair Design,Evansville,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL
Rose-Hulman Institute of Technology,Terre Haute,IN,0.7421,600,700,648,760,550,660,1367,1992,67697
University of Saint Francis-Fort Wayne,Fort Wayne,IN,0.9622,478,590,470,580,420,530,1072,1741,39513
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,0.6723,470,570,460,550,400,500,1031,755,42872
Saint Mary's College,Notre Dame,IN,0.8121,540,630,520,620,500,620,1193,1425,56712
Saint Meinrad School of Theology,St. Meinrad,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Saint Elizabeth School of Nursing,Lafayette,IN,0.6923,410,500,400,510,470,490,910,143,32445
Taylor University,Upland,IN,0.6813,540,650,540,660,490,600,1205,1834,47199
Trine University,Angola,IN,0.8157,510,620,530,640,NULL,NULL,1170,2120,46440
Valparaiso University,Valparaiso,IN,0.8585,540,640,530,650,480,590,1202,2965,51907
Vincennes Beauty College,Vincennes,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36,NULL
Vincennes University,Vincennes,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5424,17876
Wabash College,Crawfordsville,IN,0.6419,560,650,560,670,470,600,1232,866,57250
Allen College,Waterloo,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,339,NULL
Briar Cliff University,Sioux City,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,791,44276
Buena Vista University,Storm Lake,IA,0.5735,460,560,470,550,NULL,NULL,1108,1414,46556
Capri College-Dubuque,Dubuque,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,137,NULL
Capri College-Cedar Rapids,Cedar Rapids,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165,NULL
Central College,Pella,IA,0.6507,485,610,490,625,NULL,NULL,1117,1113,52097
Clarke University,Dubuque,IA,0.9385,470,560,470,560,NULL,NULL,1054,669,46369
Coe College,Cedar Rapids,IA,0.6333,NULL,NULL,NULL,NULL,520,608,NULL,1377,56849
Cornell College,Mount Vernon,IA,0.6177,540,675,560,670,490,630,1241,1017,58286
Des Moines Area Community College,Ankeny,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11512,13759
Divine Word College,Epworth,IA,0.625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,NULL
Dordt University,Sioux Center,IA,0.7546,510,670,520,670,470,620,1202,1313,44756
Drake University,Des Moines,IA,0.6764,560,680,540,690,NULL,NULL,1285,2902,56051
University of Dubuque,Dubuque,IA,0.7269,420,540,420,540,NULL,NULL,1004,1894,45455
Ellsworth Community College,Iowa Falls,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,598,16128
Emmaus Bible College,Dubuque,IA,0.9381,450,690,460,610,NULL,NULL,1126,203,28176
Eastern Iowa Community College District,Davenport,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3570,14347
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,0.625,NULL,NULL,NULL,NULL,380,610,NULL,264,27863
Faust Institute of Cosmetology-Storm Lake,Storm Lake,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL
Graceland University-Lamoni,Lamoni,IA,0.5811,470,570,450,550,NULL,NULL,1067,966,42440
Grand View University,Des Moines,IA,0.9587,450,550,470,570,340,570,1033,1725,38633
Grinnell College,Grinnell,IA,0.2308,670,740,700,790,NULL,NULL,1457,1697,67902
Hamilton Technical College,Davenport,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,134,23634
Hawkeye Community College,Waterloo,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3006,15087
American Hair Academy,Mt. Pleasant,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL
Indian Hills Community College,Ottumwa,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1955,12278
Iowa Central Community College,Fort Dodge,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3142,14649
Iowa Lakes Community College,Estherville,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1094,15711
UnityPoint Health-Des Moines School of Radiologic Technology,Des Moines,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL
American College of Hairstyling-Des Moines,Des Moines,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
Iowa School of Beauty-Des Moines,Des Moines,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,NULL
Iowa State University,Ames,IA,0.9205,540,650,560,690,NULL,NULL,1220,27930,21093
Iowa Wesleyan University,Mount Pleasant,IA,0.5831,460,540,460,520,NULL,NULL,1042,591,39906
Iowa Western Community College,Council Bluffs,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3663,16629
University of Iowa,Iowa City,IA,0.8255,560,660,570,680,NULL,NULL,1235,22920,24239
Kirkwood Community College,Cedar Rapids,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8564,14940
La James International College-Cedar Falls,Cedar Falls,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL
La James International College-Johnston,Johnston,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL
La James College of Hairstyling and Cosmetology,Mason City,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,NULL
La James International College-Ft Dodge,Fort Dodge,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL
Loras College,Dubuque,IA,0.7532,480,575,485,570,NULL,NULL,1112,1288,45268
Luther College,Decorah,IA,0.6227,510,635,520,630,480,610,1207,1918,55756
Maharishi International University,Fairfield,IA,0.8113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,456,28730
Marshalltown Community College,Marshalltown,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,878,11893
Mercy College of Health Sciences,Des Moines,IA,0.9781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,791,29130
Morningside College,Sioux City,IA,0.6309,NULL,NULL,NULL,NULL,NULL,NULL,1120,1216,45125
Mount Mercy University,Cedar Rapids,IA,0.6599,NULL,NULL,NULL,NULL,NULL,NULL,1085,1429,45764
Ashford University,San Diego,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26394,24972
North Iowa Area Community College,Mason City,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1748,13111
University of Northern Iowa,Cedar Falls,IA,0.7905,480,631,500,610,360,550,1149,8788,20632
Northwestern College,Orange City,IA,0.6952,510,625,520,625,NULL,NULL,1185,1038,44461
Northeast Iowa Community College,Calmar,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2031,14542
Northwest Iowa Community College,Sheldon,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,802,16467
Des Moines University-Osteopathic Medical Center,Des Moines,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Iowa School of Beauty-Ottumwa,Ottumwa,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL
Palmer College of Chiropractic,Davenport,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL
PCI Academy-Ames,Ames,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,135,NULL
Saint Ambrose University,Davenport,IA,0.7679,490,590,580,680,NULL,NULL,1149,2249,45709
St Luke's College,Sioux City,IA,0.2903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,232,30091
La James International College-Davenport,Davenport,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,NULL
La James International College-Iowa City,Iowa City,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL
Simpson College,Indianola,IA,0.8046,500,640,530,610,NULL,NULL,1122,1296,51943
Southeastern Community College,West Burlington,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1602,12533
Southwestern Community College,Creston,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,803,14236
Capri College-Davenport,Davenport,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,128,NULL
Iowa School of Beauty-Sioux City,Sioux City,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL
E Q School of Hair Design,Council Bluffs,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL
Upper Iowa University,Fayette,IA,0.5128,480,580,500,580,400,470,1082,3438,43750
Waldorf University,Forest City,IA,0.6614,460,560,460,550,NULL,NULL,1029,2461,33998
Wartburg College,Waverly,IA,0.7514,520,620,520,600,440,583,1166,1478,53503
Wartburg Theological Seminary,Dubuque,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Salon Professional Academy-Cedar Falls,Cedar Falls,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL
Western Iowa Tech Community College,Sioux City,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2888,12100
William Penn University,Oskaloosa,IA,0.5821,440,530,440,530,NULL,NULL,990,1162,37654
Allen County Community College,Iola,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1329,13205
Baker University,Baldwin City,KS,0.8798,490,580,510,590,NULL,NULL,1131,1390,45149
Barton County Community College,Great Bend,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2360,15630
Benedictine College,Atchison,KS,0.9705,550,650,510,660,NULL,NULL,1200,1953,44717
Bethany College,Lindsborg,KS,0.6767,NULL,NULL,NULL,NULL,380,490,1065,762,44829
Bethel College-North Newton,North Newton,KS,0.5748,460,550,470,580,NULL,NULL,1067,450,42063
Butler Community College,El Dorado,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6852,17892
Central Christian College of Kansas,McPherson,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,591,30061
Cloud County Community College,Concordia,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1018,14447
Coffeyville Community College,Coffeyville,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1045,11513
Colby Community College,Colby,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,881,14586
Cowley County Community College,Arkansas City,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1815,13031
Dodge City Community College,Dodge City,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1432,10088
Donnelly College,Kansas City,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,296,21887
Emporia State University,Emporia,KS,0.8467,480,515,470,540,NULL,NULL,1116,3258,18820
Flint Hills Technical College,Emporia,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,398,17850
Fort Hays State University,Hays,KS,0.9115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12828,17169
Barclay College,Haviland,KS,0.5125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,188,32500
Friends University,Wichita,KS,0.4581,490,570,460,580,NULL,NULL,1109,1032,40226
Fort Scott Community College,Fort Scott,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1115,10630
Garden City Community College,Garden City,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1538,11351
Haskell Indian Nations University,Lawrence,KS,0.8821,370,510,360,520,348,430,942,785,9170
Hays Academy of Hair Design,Hays,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,NULL
Hesston College,Hesston,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,378,40038
Highland Community College,Highland,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1591,11851
Hutchinson Community College,Hutchinson,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3233,12946
Independence Community College,Independence,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,526,10476
Johnson County Community College,Overland Park,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11082,16666
Concorde Career College-Kansas City,Kansas City,MO,0.9492,NULL,NULL,NULL,NULL,NULL,NULL,NULL,508,NULL
Kansas City Kansas Community College,Kansas City,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3758,18177
Kansas Christian College,Overland Park,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,159,14568
University of Kansas,Lawrence,KS,0.931,NULL,NULL,NULL,NULL,NULL,NULL,1235,19003,25892
Newman University,Wichita,KS,0.6747,490,590,495,600,450,540,1099,997,38854
Old Town Barber College-Wichita,Wichita,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL
Kansas State University,Manhattan,KS,0.9537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16949,24304
Kansas Wesleyan University,Salina,KS,0.6063,490,563,480,550,NULL,NULL,1092,637,41840
Washburn Institute of Technology,Topeka,KS,0.5035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1469,15426
Labette Community College,Parsons,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1475,11204
Manhattan Area Technical College,Manhattan,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,449,16852
Manhattan Christian College,Manhattan,KS,0.4417,NULL,NULL,NULL,NULL,410,480,1050,171,33820
McPherson College,McPherson,KS,0.521,490,550,480,580,NULL,NULL,1073,764,43011
MidAmerica Nazarene University,Olathe,KS,0.5464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1115,46178
Neosho County Community College,Chanute,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1059,14474
North Central Kansas Technical College,Beloit,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,462,16344
Northwest Kansas Technical College,Goodland,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,382,NULL
Ottawa University-Ottawa,Ottawa,KS,0.1454,440,530,450,530,NULL,NULL,1020,673,45255
Ottawa University-Kansas City,Overland Park,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,NULL
Pittsburg State University,Pittsburg,KS,0.9555,478,600,438,585,NULL,NULL,1103,4890,18267
Pratt Community College,Pratt,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,621,13340
University of Saint Mary,Leavenworth,KS,0.8398,490,590,470,540,NULL,NULL,1062,763,40685
Salina Area Technical College,Salina,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,276,12910
Seward County Community College,Liberal,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1097,10569
Southwestern College,Winfield,KS,0.5157,460,530,460,540,NULL,NULL,1052,1330,44558
Sterling College,Sterling,KS,0.3991,470,530,450,520,NULL,NULL,1034,563,37242
Tabor College,Hillsboro,KS,0.5591,460,590,470,570,NULL,NULL,1038,519,43760
Washburn University,Topeka,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4571,19676
Wichita State University-Campus of Applied Sciences and Technology,Wichita,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2531,15686
Wichita State University,Wichita,KS,0.917,510,630,520,640,NULL,NULL,1168,11199,19593
Wichita Technical Institute,Wichita,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,844,NULL
Alice Lloyd College,Pippa Passes,KY,0.2656,420,540,440,520,410,550,1040,575,25108
Asbury University,Wilmore,KY,0.6441,540,670,510,660,NULL,NULL,1201,1584,40917
Asbury Theological Seminary,Wilmore,KY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ashland Community and Technical College,Ashland,KY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2002,11848
Barrett and Company School of Hair Design,Nicholasville,KY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL
Bellarmine University,Louisville,KY,0.6622,540,640,520,620,NULL,NULL,1209,2481,57178
Berea College,Berea,KY,0.3026,550,660,540,638,500,605,1216,1652,49854
PJ's College of Cosmetology-Bowling Green,Bowling Green,KY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,281,NULL
